STT,C1,C2,D,H,C/D,H/D
7,376,400,2060,1307,0.1825242718446602,0.6344660194174757
8,375,397,2060,1307,0.1820388349514563,0.6344660194174757
9,376,396,2060,1307,0.1825242718446602,0.6344660194174757
10,382,393,2060,1307,0.18543689320388348,0.6344660194174757
11,375,397,2060,1307,0.1820388349514563,0.6344660194174757
12,375,397,2060,1307,0.1820388349514563,0.6344660194174757
13,375,397,2060,1307,0.1820388349514563,0.6344660194174757
14,375,393,2060,1307,0.1820388349514563,0.6344660194174757
15,382,397,2060,1307,0.18543689320388348,0.6344660194174757
16,383,397,2060,1307,0.1859223300970874,0.6344660194174757
17,375,398,2060,1307,0.1820388349514563,0.6344660194174757
18,375,399,2060,1307,0.1820388349514563,0.6344660194174757
19,375,398,2060,1307,0.1820388349514563,0.6344660194174757
20,375,398,2060,1307,0.1820388349514563,0.6344660194174757
21,374,398,2060,1307,0.18155339805825244,0.6344660194174757
22,380,392,2060,1307,0.18446601941747573,0.6344660194174757
23,375,399,2060,1307,0.1820388349514563,0.6344660194174757
24,374,400,2060,1307,0.18155339805825244,0.6344660194174757
25,382,397,2060,1307,0.18543689320388348,0.6344660194174757
26,375,400,2060,1307,0.1820388349514563,0.6344660194174757
27,376,400,2060,1307,0.1825242718446602,0.6344660194174757
28,376,400,2060,1307,0.1825242718446602,0.6344660194174757
29,375,399,2060,1307,0.1820388349514563,0.6344660194174757
30,375,400,2060,1307,0.1820388349514563,0.6344660194174757
31,375,393,2060,1307,0.1820388349514563,0.6344660194174757
32,375,397,2060,1307,0.1820388349514563,0.6344660194174757
33,376,400,2060,1307,0.1825242718446602,0.6344660194174757
34,375,399,2060,1307,0.1820388349514563,0.6344660194174757
35,378,399,2060,1307,0.18349514563106797,0.6344660194174757
36,375,400,2060,1307,0.1820388349514563,0.6344660194174757
37,374,399,2060,1307,0.18155339805825244,0.6344660194174757
38,375,406,2060,1307,0.1820388349514563,0.6344660194174757
39,379,396,2060,1307,0.18398058252427185,0.6344660194174757
40,383,392,2060,1307,0.1859223300970874,0.6344660194174757
41,375,396,2060,1307,0.1820388349514563,0.6344660194174757
42,376,399,2060,1307,0.1825242718446602,0.6344660194174757
43,375,404,2060,1307,0.1820388349514563,0.6344660194174757
44,374,399,2060,1307,0.18155339805825244,0.6344660194174757
45,376,404,2060,1307,0.1825242718446602,0.6344660194174757
46,371,399,2060,1307,0.18009708737864077,0.6344660194174757
47,375,399,2060,1307,0.1820388349514563,0.6344660194174757
48,375,400,2060,1307,0.1820388349514563,0.6344660194174757
49,376,399,2060,1307,0.1825242718446602,0.6344660194174757
Next checktime
0,375,399,2060,1307,0.1820388349514563,0.6344660194174757
1,379,393,2060,1307,0.18398058252427185,0.6344660194174757
2,376,399,2060,1307,0.1825242718446602,0.6344660194174757
3,376,399,2060,1307,0.1825242718446602,0.6344660194174757
4,374,399,2060,1307,0.18155339805825244,0.6344660194174757
5,375,400,2060,1307,0.1820388349514563,0.6344660194174757
6,374,399,2060,1307,0.18155339805825244,0.6344660194174757
7,382,396,2060,1307,0.18543689320388348,0.6344660194174757
8,375,399,2060,1307,0.1820388349514563,0.6344660194174757
9,376,400,2060,1307,0.1825242718446602,0.6344660194174757
10,379,396,2060,1307,0.18398058252427185,0.6344660194174757
11,379,393,2060,1307,0.18398058252427185,0.6344660194174757
12,375,399,2060,1307,0.1820388349514563,0.6344660194174757
13,375,400,2060,1307,0.1820388349514563,0.6344660194174757
14,375,399,2060,1307,0.1820388349514563,0.6344660194174757
15,374,404,2060,1307,0.18155339805825244,0.6344660194174757
16,375,393,2060,1307,0.1820388349514563,0.6344660194174757
17,383,398,2060,1307,0.1859223300970874,0.6344660194174757
18,381,396,2060,1307,0.1849514563106796,0.6344660194174757
19,375,399,2060,1307,0.1820388349514563,0.6344660194174757
20,375,404,2060,1307,0.1820388349514563,0.6344660194174757
21,375,400,2060,1307,0.1820388349514563,0.6344660194174757
22,376,396,2060,1307,0.1825242718446602,0.6344660194174757
23,375,397,2060,1307,0.1820388349514563,0.6344660194174757
24,373,400,2060,1307,0.18106796116504853,0.6344660194174757
25,373,400,2060,1307,0.18106796116504853,0.6344660194174757
26,375,400,2060,1307,0.1820388349514563,0.6344660194174757
27,379,397,2060,1307,0.18398058252427185,0.6344660194174757
28,375,398,2060,1307,0.1820388349514563,0.6344660194174757
29,376,399,2060,1307,0.1825242718446602,0.6344660194174757
30,379,398,2060,1307,0.18398058252427185,0.6344660194174757
31,374,399,2060,1307,0.18155339805825244,0.6344660194174757
32,375,400,2060,1307,0.1820388349514563,0.6344660194174757
33,375,400,2060,1307,0.1820388349514563,0.6344660194174757
34,375,401,2060,1307,0.1820388349514563,0.6344660194174757
35,376,399,2060,1307,0.1825242718446602,0.6344660194174757
36,376,398,2060,1307,0.1825242718446602,0.6344660194174757
37,375,393,2060,1307,0.1820388349514563,0.6344660194174757
38,374,397,2060,1307,0.18155339805825244,0.6344660194174757
39,380,392,2060,1307,0.18446601941747573,0.6344660194174757
40,380,392,2060,1307,0.18446601941747573,0.6344660194174757
41,376,399,2060,1307,0.1825242718446602,0.6344660194174757
42,379,404,2060,1307,0.18398058252427185,0.6344660194174757
43,375,393,2060,1307,0.1820388349514563,0.6344660194174757
44,379,397,2060,1307,0.18398058252427185,0.6344660194174757
45,375,399,2060,1307,0.1820388349514563,0.6344660194174757
46,376,392,2060,1307,0.1825242718446602,0.6344660194174757
47,376,392,2060,1307,0.1825242718446602,0.6344660194174757
48,379,397,2061,1307,0.1838913148956817,0.6341581756428918
49,382,400,2060,1307,0.18543689320388348,0.6344660194174757
Next checktime
0,375,400,2060,1307,0.1820388349514563,0.6344660194174757
1,376,399,2060,1307,0.1825242718446602,0.6344660194174757
2,375,396,2060,1307,0.1820388349514563,0.6344660194174757
3,375,393,2060,1307,0.1820388349514563,0.6344660194174757
4,382,404,2060,1307,0.18543689320388348,0.6344660194174757
5,375,399,2060,1307,0.1820388349514563,0.6344660194174757
6,378,397,2060,1307,0.18349514563106797,0.6344660194174757
7,375,399,2060,1307,0.1820388349514563,0.6344660194174757
8,375,399,2060,1307,0.1820388349514563,0.6344660194174757
9,374,393,2060,1307,0.18155339805825244,0.6344660194174757
10,375,399,2060,1307,0.1820388349514563,0.6344660194174757
11,381,396,2060,1307,0.1849514563106796,0.6344660194174757
12,376,400,2060,1307,0.1825242718446602,0.6344660194174757
13,382,404,2060,1307,0.18543689320388348,0.6344660194174757
14,375,398,2060,1307,0.1820388349514563,0.6344660194174757
15,379,404,2060,1307,0.18398058252427185,0.6344660194174757
16,379,404,2060,1307,0.18398058252427185,0.6344660194174757
17,376,400,2060,1307,0.1825242718446602,0.6344660194174757
18,379,397,2060,1307,0.18398058252427185,0.6344660194174757
19,375,398,2060,1307,0.1820388349514563,0.6344660194174757
20,376,400,2060,1307,0.1825242718446602,0.6344660194174757
21,379,404,2060,1307,0.18398058252427185,0.6344660194174757
22,375,399,2060,1307,0.1820388349514563,0.6344660194174757
23,375,399,2060,1307,0.1820388349514563,0.6344660194174757
24,375,399,2060,1307,0.1820388349514563,0.6344660194174757
25,376,400,2060,1307,0.1825242718446602,0.6344660194174757
26,375,399,2060,1307,0.1820388349514563,0.6344660194174757
27,380,393,2060,1307,0.18446601941747573,0.6344660194174757
28,375,399,2060,1307,0.1820388349514563,0.6344660194174757
29,375,396,2060,1307,0.1820388349514563,0.6344660194174757
30,375,399,2060,1307,0.1820388349514563,0.6344660194174757
31,381,400,2060,1307,0.1849514563106796,0.6344660194174757
32,374,397,2060,1307,0.18155339805825244,0.6344660194174757
33,379,399,2060,1307,0.18398058252427185,0.6344660194174757
34,375,397,2060,1307,0.1820388349514563,0.6344660194174757
35,375,397,2060,1307,0.1820388349514563,0.6344660194174757
36,380,393,2060,1307,0.18446601941747573,0.6344660194174757
37,374,399,2060,1307,0.18155339805825244,0.6344660194174757
38,382,404,2060,1307,0.18543689320388348,0.6344660194174757
39,382,393,2060,1307,0.18543689320388348,0.6344660194174757
40,374,399,2060,1307,0.18155339805825244,0.6344660194174757
41,374,399,2060,1307,0.18155339805825244,0.6344660194174757
42,374,399,2060,1307,0.18155339805825244,0.6344660194174757
43,379,400,2060,1307,0.18398058252427185,0.6344660194174757
44,375,397,2060,1307,0.1820388349514563,0.6344660194174757
45,379,393,2060,1307,0.18398058252427185,0.6344660194174757
46,383,400,2060,1307,0.1859223300970874,0.6344660194174757
47,375,397,2060,1307,0.1820388349514563,0.6344660194174757
48,375,397,2060,1307,0.1820388349514563,0.6344660194174757
49,375,399,2060,1307,0.1820388349514563,0.6344660194174757
Next checktime
0,382,398,2061,1307,0.18534691897137312,0.6341581756428918
1,374,399,2060,1307,0.18155339805825244,0.6344660194174757
2,376,399,2060,1307,0.1825242718446602,0.6344660194174757
3,375,399,2060,1307,0.1820388349514563,0.6344660194174757
4,374,404,2060,1307,0.18155339805825244,0.6344660194174757
5,374,404,2060,1307,0.18155339805825244,0.6344660194174757
6,373,399,2060,1307,0.18106796116504853,0.6344660194174757
7,379,393,2060,1307,0.18398058252427185,0.6344660194174757
8,375,399,2060,1307,0.1820388349514563,0.6344660194174757
9,376,396,2060,1307,0.1825242718446602,0.6344660194174757
10,375,393,2060,1307,0.1820388349514563,0.6344660194174757
11,375,396,2060,1307,0.1820388349514563,0.6344660194174757
12,376,400,2060,1307,0.1825242718446602,0.6344660194174757
13,375,397,2061,1307,0.1819505094614265,0.6341581756428918
14,372,406,2060,1307,0.18058252427184465,0.6344660194174757
15,376,400,2060,1307,0.1825242718446602,0.6344660194174757
16,380,398,2060,1307,0.18446601941747573,0.6344660194174757
17,383,398,2060,1307,0.1859223300970874,0.6344660194174757
18,375,401,2060,1307,0.1820388349514563,0.6344660194174757
19,375,399,2060,1307,0.1820388349514563,0.6344660194174757
20,372,399,2060,1307,0.18058252427184465,0.6344660194174757
21,383,410,2060,1307,0.1859223300970874,0.6344660194174757
22,375,399,2060,1307,0.1820388349514563,0.6344660194174757
23,379,397,2060,1307,0.18398058252427185,0.6344660194174757
24,374,399,2060,1307,0.18155339805825244,0.6344660194174757
25,376,399,2060,1307,0.1825242718446602,0.6344660194174757
26,382,393,2060,1307,0.18543689320388348,0.6344660194174757
27,375,399,2060,1307,0.1820388349514563,0.6344660194174757
28,376,398,2060,1307,0.1825242718446602,0.6344660194174757
29,375,399,2060,1307,0.1820388349514563,0.6344660194174757
30,375,404,2060,1307,0.1820388349514563,0.6344660194174757
31,383,404,2060,1307,0.1859223300970874,0.6344660194174757
32,376,399,2060,1307,0.1825242718446602,0.6344660194174757
33,379,396,2060,1307,0.18398058252427185,0.6344660194174757
34,375,399,2060,1307,0.1820388349514563,0.6344660194174757
35,375,399,2060,1307,0.1820388349514563,0.6344660194174757
36,380,404,2060,1307,0.18446601941747573,0.6344660194174757
37,375,396,2061,1307,0.1819505094614265,0.6341581756428918
38,372,399,2060,1307,0.18058252427184465,0.6344660194174757
39,382,397,2060,1307,0.18543689320388348,0.6344660194174757
40,374,406,2060,1307,0.18155339805825244,0.6344660194174757
41,374,401,2060,1307,0.18155339805825244,0.6344660194174757
42,375,399,2060,1307,0.1820388349514563,0.6344660194174757
43,375,399,2060,1307,0.1820388349514563,0.6344660194174757
44,380,404,2060,1307,0.18446601941747573,0.6344660194174757
45,375,400,2060,1307,0.1820388349514563,0.6344660194174757
46,375,400,2060,1307,0.1820388349514563,0.6344660194174757
47,374,398,2060,1307,0.18155339805825244,0.6344660194174757
48,375,399,2060,1307,0.1820388349514563,0.6344660194174757
49,383,410,2060,1307,0.1859223300970874,0.6344660194174757
Next checktime
0,372,398,2060,1307,0.18058252427184465,0.6344660194174757
1,372,398,2060,1307,0.18058252427184465,0.6344660194174757
2,373,405,2060,1307,0.18106796116504853,0.6344660194174757
3,375,400,2060,1307,0.1820388349514563,0.6344660194174757
4,374,399,2060,1307,0.18155339805825244,0.6344660194174757
5,375,405,2060,1307,0.1820388349514563,0.6344660194174757
6,375,398,2060,1307,0.1820388349514563,0.6344660194174757
7,378,404,2061,1307,0.18340611353711792,0.6341581756428918
8,372,399,2060,1307,0.18058252427184465,0.6344660194174757
9,375,400,2060,1307,0.1820388349514563,0.6344660194174757
10,379,389,2065,1307,0.18353510895883776,0.6329297820823244
11,375,401,2060,1307,0.1820388349514563,0.6344660194174757
12,375,399,2060,1307,0.1820388349514563,0.6344660194174757
13,382,410,2060,1307,0.18543689320388348,0.6344660194174757
14,374,399,2060,1306,0.18155339805825244,0.6339805825242718
15,375,398,2060,1307,0.1820388349514563,0.6344660194174757
16,382,404,2060,1307,0.18543689320388348,0.6344660194174757
17,378,397,2060,1307,0.18349514563106797,0.6344660194174757
18,374,399,2060,1307,0.18155339805825244,0.6344660194174757
19,375,401,2060,1307,0.1820388349514563,0.6344660194174757
20,375,390,2060,1307,0.1820388349514563,0.6344660194174757
21,379,405,2060,1307,0.18398058252427185,0.6344660194174757
22,375,398,2060,1307,0.1820388349514563,0.6344660194174757
23,375,397,2060,1307,0.1820388349514563,0.6344660194174757
24,376,396,2060,1307,0.1825242718446602,0.6344660194174757
25,374,399,2060,1307,0.18155339805825244,0.6344660194174757
26,375,400,2060,1307,0.1820388349514563,0.6344660194174757
27,375,399,2060,1307,0.1820388349514563,0.6344660194174757
28,379,403,2060,1307,0.18398058252427185,0.6344660194174757
29,375,399,2060,1307,0.1820388349514563,0.6344660194174757
30,376,400,2061,1307,0.1824357108199903,0.6341581756428918
31,375,397,2060,1307,0.1820388349514563,0.6344660194174757
32,375,400,2060,1307,0.1820388349514563,0.6344660194174757
33,380,396,2060,1307,0.18446601941747573,0.6344660194174757
34,375,400,2060,1307,0.1820388349514563,0.6344660194174757
35,374,399,2060,1307,0.18155339805825244,0.6344660194174757
36,375,400,2060,1307,0.1820388349514563,0.6344660194174757
37,379,398,2060,1307,0.18398058252427185,0.6344660194174757
38,382,404,2060,1307,0.18543689320388348,0.6344660194174757
39,380,399,2060,1307,0.18446601941747573,0.6344660194174757
40,375,399,2060,1307,0.1820388349514563,0.6344660194174757
41,376,400,2060,1307,0.1825242718446602,0.6344660194174757
42,375,393,2060,1307,0.1820388349514563,0.6344660194174757
43,376,400,2060,1307,0.1825242718446602,0.6344660194174757
44,378,400,2060,1307,0.18349514563106797,0.6344660194174757
45,378,400,2060,1307,0.18349514563106797,0.6344660194174757
46,379,399,2060,1307,0.18398058252427185,0.6344660194174757
47,375,393,2060,1307,0.1820388349514563,0.6344660194174757
48,375,399,2060,1307,0.1820388349514563,0.6344660194174757
49,375,399,2060,1307,0.1820388349514563,0.6344660194174757
Next checktime
0,375,399,2060,1307,0.1820388349514563,0.6344660194174757
1,375,404,2060,1307,0.1820388349514563,0.6344660194174757
2,375,404,2060,1307,0.1820388349514563,0.6344660194174757
3,375,404,2060,1307,0.1820388349514563,0.6344660194174757
4,379,403,2060,1307,0.18398058252427185,0.6344660194174757
5,375,397,2060,1307,0.1820388349514563,0.6344660194174757
6,375,396,2060,1307,0.1820388349514563,0.6344660194174757
7,375,406,2060,1307,0.1820388349514563,0.6344660194174757
8,376,399,2060,1307,0.1825242718446602,0.6344660194174757
9,375,399,2060,1307,0.1820388349514563,0.6344660194174757
10,375,399,2060,1307,0.1820388349514563,0.6344660194174757
11,375,397,2060,1307,0.1820388349514563,0.6344660194174757
12,379,393,2060,1307,0.18398058252427185,0.6344660194174757
13,380,404,2060,1307,0.18446601941747573,0.6344660194174757
14,375,399,2060,1307,0.1820388349514563,0.6344660194174757
15,376,400,2060,1307,0.1825242718446602,0.6344660194174757
16,380,400,2060,1307,0.18446601941747573,0.6344660194174757
17,373,399,2060,1307,0.18106796116504853,0.6344660194174757
18,383,397,2060,1307,0.1859223300970874,0.6344660194174757
19,376,400,2060,1307,0.1825242718446602,0.6344660194174757
20,378,396,2060,1307,0.18349514563106797,0.6344660194174757
21,378,404,2060,1307,0.18349514563106797,0.6344660194174757
22,372,399,2060,1307,0.18058252427184465,0.6344660194174757
23,380,396,2060,1307,0.18446601941747573,0.6344660194174757
24,382,397,2060,1307,0.18543689320388348,0.6344660194174757
25,375,401,2060,1307,0.1820388349514563,0.6344660194174757
26,378,399,2060,1307,0.18349514563106797,0.6344660194174757
27,380,397,2060,1307,0.18446601941747573,0.6344660194174757
28,379,393,2060,1307,0.18398058252427185,0.6344660194174757
29,374,399,2060,1307,0.18155339805825244,0.6344660194174757
30,375,400,2060,1307,0.1820388349514563,0.6344660194174757
31,376,397,2060,1307,0.1825242718446602,0.6344660194174757
32,375,393,2060,1307,0.1820388349514563,0.6344660194174757
33,374,398,2061,1307,0.18146530810286268,0.6341581756428918
34,374,399,2060,1307,0.18155339805825244,0.6344660194174757
35,375,406,2060,1307,0.1820388349514563,0.6344660194174757
36,379,398,2060,1307,0.18398058252427185,0.6344660194174757
37,375,398,2060,1307,0.1820388349514563,0.6344660194174757
38,375,399,2060,1307,0.1820388349514563,0.6344660194174757
39,374,397,2060,1307,0.18155339805825244,0.6344660194174757
40,379,396,2060,1307,0.18398058252427185,0.6344660194174757
41,375,399,2060,1307,0.1820388349514563,0.6344660194174757
42,382,397,2060,1307,0.18543689320388348,0.6344660194174757
43,374,393,2060,1307,0.18155339805825244,0.6344660194174757
44,375,398,2060,1307,0.1820388349514563,0.6344660194174757
45,374,406,2060,1307,0.18155339805825244,0.6344660194174757
46,375,399,2060,1307,0.1820388349514563,0.6344660194174757
47,373,392,2060,1307,0.18106796116504853,0.6344660194174757
48,375,398,2060,1307,0.1820388349514563,0.6344660194174757
49,375,400,2060,1307,0.1820388349514563,0.6344660194174757
Next checktime
0,375,393,2060,1307,0.1820388349514563,0.6344660194174757
1,375,399,2060,1307,0.1820388349514563,0.6344660194174757
2,375,400,2060,1307,0.1820388349514563,0.6344660194174757
3,375,396,2060,1307,0.1820388349514563,0.6344660194174757
4,375,398,2060,1307,0.1820388349514563,0.6344660194174757
5,374,398,2060,1307,0.18155339805825244,0.6344660194174757
6,374,398,2060,1307,0.18155339805825244,0.6344660194174757
7,375,399,2060,1307,0.1820388349514563,0.6344660194174757
8,376,400,2060,1307,0.1825242718446602,0.6344660194174757
9,375,399,2060,1307,0.1820388349514563,0.6344660194174757
10,374,393,2060,1307,0.18155339805825244,0.6344660194174757
11,384,405,2060,1307,0.18640776699029127,0.6344660194174757
12,372,399,2060,1307,0.18058252427184465,0.6344660194174757
13,372,399,2060,1307,0.18058252427184465,0.6344660194174757
14,383,410,2060,1307,0.1859223300970874,0.6344660194174757
15,375,401,2060,1307,0.1820388349514563,0.6344660194174757
16,375,398,2060,1307,0.1820388349514563,0.6344660194174757
17,374,397,2060,1307,0.18155339805825244,0.6344660194174757
18,373,399,2060,1307,0.18106796116504853,0.6344660194174757
19,376,399,2060,1307,0.1825242718446602,0.6344660194174757
20,376,399,2060,1307,0.1825242718446602,0.6344660194174757
21,379,397,2060,1307,0.18398058252427185,0.6344660194174757
22,376,396,2060,1307,0.1825242718446602,0.6344660194174757
23,375,399,2060,1307,0.1820388349514563,0.6344660194174757
24,375,400,2060,1307,0.1820388349514563,0.6344660194174757
25,379,393,2060,1307,0.18398058252427185,0.6344660194174757
26,381,396,2060,1307,0.1849514563106796,0.6344660194174757
27,375,400,2060,1307,0.1820388349514563,0.6344660194174757
28,376,401,2060,1307,0.1825242718446602,0.6344660194174757
29,374,398,2060,1307,0.18155339805825244,0.6344660194174757
30,376,400,2060,1307,0.1825242718446602,0.6344660194174757
31,379,398,2060,1307,0.18398058252427185,0.6344660194174757
32,375,396,2060,1307,0.1820388349514563,0.6344660194174757
33,381,398,2060,1307,0.1849514563106796,0.6344660194174757
34,378,396,2060,1307,0.18349514563106797,0.6344660194174757
35,375,400,2060,1307,0.1820388349514563,0.6344660194174757
36,375,396,2060,1307,0.1820388349514563,0.6344660194174757
37,375,400,2060,1307,0.1820388349514563,0.6344660194174757
38,375,396,2060,1307,0.1820388349514563,0.6344660194174757
39,376,396,2060,1307,0.1825242718446602,0.6344660194174757
40,375,398,2060,1307,0.1820388349514563,0.6344660194174757
41,382,396,2060,1307,0.18543689320388348,0.6344660194174757
42,376,399,2060,1307,0.1825242718446602,0.6344660194174757
43,379,398,2060,1307,0.18398058252427185,0.6344660194174757
44,375,401,2060,1307,0.1820388349514563,0.6344660194174757
45,375,396,2060,1307,0.1820388349514563,0.6344660194174757
46,379,404,2060,1307,0.18398058252427185,0.6344660194174757
47,379,404,2060,1307,0.18398058252427185,0.6344660194174757
48,379,393,2060,1307,0.18398058252427185,0.6344660194174757
49,379,397,2060,1307,0.18398058252427185,0.6344660194174757
Next checktime
0,376,399,2060,1307,0.1825242718446602,0.6344660194174757
1,375,398,2060,1307,0.1820388349514563,0.6344660194174757
2,375,400,2060,1307,0.1820388349514563,0.6344660194174757
3,374,393,2060,1307,0.18155339805825244,0.6344660194174757
4,374,393,2060,1307,0.18155339805825244,0.6344660194174757
5,380,393,2060,1307,0.18446601941747573,0.6344660194174757
6,376,399,2060,1307,0.1825242718446602,0.6344660194174757
7,382,404,2060,1307,0.18543689320388348,0.6344660194174757
8,375,396,2060,1307,0.1820388349514563,0.6344660194174757
9,382,397,2060,1307,0.18543689320388348,0.6344660194174757
10,379,393,2060,1307,0.18398058252427185,0.6344660194174757
11,380,393,2060,1307,0.18446601941747573,0.6344660194174757
12,375,399,2060,1307,0.1820388349514563,0.6344660194174757
13,375,398,2060,1307,0.1820388349514563,0.6344660194174757
14,379,400,2060,1307,0.18398058252427185,0.6344660194174757
15,380,396,2060,1307,0.18446601941747573,0.6344660194174757
16,379,398,2060,1307,0.18398058252427185,0.6344660194174757
17,375,393,2060,1307,0.1820388349514563,0.6344660194174757
18,375,399,2060,1307,0.1820388349514563,0.6344660194174757
19,375,399,2060,1307,0.1820388349514563,0.6344660194174757
20,375,396,2060,1307,0.1820388349514563,0.6344660194174757
21,375,400,2060,1307,0.1820388349514563,0.6344660194174757
22,380,398,2060,1307,0.18446601941747573,0.6344660194174757
23,375,399,2060,1307,0.1820388349514563,0.6344660194174757
24,374,398,2060,1307,0.18155339805825244,0.6344660194174757
25,379,400,2060,1307,0.18398058252427185,0.6344660194174757
26,380,397,2060,1307,0.18446601941747573,0.6344660194174757
27,375,396,2060,1307,0.1820388349514563,0.6344660194174757
28,375,399,2060,1307,0.1820388349514563,0.6344660194174757
29,375,399,2060,1307,0.1820388349514563,0.6344660194174757
30,379,396,2060,1307,0.18398058252427185,0.6344660194174757
31,375,397,2060,1307,0.1820388349514563,0.6344660194174757
32,383,403,2060,1307,0.1859223300970874,0.6344660194174757
33,376,399,2060,1307,0.1825242718446602,0.6344660194174757
34,380,397,2060,1307,0.18446601941747573,0.6344660194174757
35,379,400,2060,1307,0.18398058252427185,0.6344660194174757
36,375,400,2060,1307,0.1820388349514563,0.6344660194174757
37,375,399,2060,1307,0.1820388349514563,0.6344660194174757
38,375,399,2060,1307,0.1820388349514563,0.6344660194174757
39,375,399,2060,1307,0.1820388349514563,0.6344660194174757
40,375,399,2060,1307,0.1820388349514563,0.6344660194174757
41,374,399,2060,1307,0.18155339805825244,0.6344660194174757
42,380,397,2060,1307,0.18446601941747573,0.6344660194174757
43,376,400,2060,1307,0.1825242718446602,0.6344660194174757
44,374,399,2061,1307,0.18146530810286268,0.6341581756428918
45,370,399,2060,1307,0.1796116504854369,0.6344660194174757
46,379,397,2060,1307,0.18398058252427185,0.6344660194174757
47,375,399,2060,1307,0.1820388349514563,0.6344660194174757
48,379,397,2060,1307,0.18398058252427185,0.6344660194174757
49,380,397,2060,1307,0.18446601941747573,0.6344660194174757
Next checktime
0,376,400,2060,1307,0.1825242718446602,0.6344660194174757
1,376,399,2060,1307,0.1825242718446602,0.6344660194174757
2,375,404,2060,1307,0.1820388349514563,0.6344660194174757
3,376,399,2060,1307,0.1825242718446602,0.6344660194174757
4,376,399,2060,1307,0.1825242718446602,0.6344660194174757
5,374,401,2060,1307,0.18155339805825244,0.6344660194174757
6,375,397,2060,1307,0.1820388349514563,0.6344660194174757
7,376,399,2060,1307,0.1825242718446602,0.6344660194174757
8,375,396,2060,1307,0.1820388349514563,0.6344660194174757
9,375,396,2060,1307,0.1820388349514563,0.6344660194174757
10,375,396,2060,1307,0.1820388349514563,0.6344660194174757
11,375,404,2060,1307,0.1820388349514563,0.6344660194174757
12,381,397,2060,1307,0.1849514563106796,0.6344660194174757
13,375,399,2060,1307,0.1820388349514563,0.6344660194174757
14,382,397,2060,1307,0.18543689320388348,0.6344660194174757
15,382,397,2060,1307,0.18543689320388348,0.6344660194174757
16,375,398,2060,1307,0.1820388349514563,0.6344660194174757
17,376,399,2060,1307,0.1825242718446602,0.6344660194174757
18,373,393,2060,1307,0.18106796116504853,0.6344660194174757
19,372,399,2060,1307,0.18058252427184465,0.6344660194174757
20,379,393,2060,1307,0.18398058252427185,0.6344660194174757
21,382,404,2061,1307,0.18534691897137312,0.6341581756428918
22,374,393,2061,1307,0.18146530810286268,0.6341581756428918
23,375,399,2060,1307,0.1820388349514563,0.6344660194174757
24,375,400,2060,1307,0.1820388349514563,0.6344660194174757
25,374,399,2060,1307,0.18155339805825244,0.6344660194174757
26,380,404,2060,1307,0.18446601941747573,0.6344660194174757
27,380,397,2060,1307,0.18446601941747573,0.6344660194174757
28,378,405,2060,1307,0.18349514563106797,0.6344660194174757
29,375,399,2060,1307,0.1820388349514563,0.6344660194174757
30,381,399,2060,1307,0.1849514563106796,0.6344660194174757
31,376,400,2060,1307,0.1825242718446602,0.6344660194174757
32,375,398,2060,1307,0.1820388349514563,0.6344660194174757
33,375,397,2060,1307,0.1820388349514563,0.6344660194174757
34,375,397,2060,1307,0.1820388349514563,0.6344660194174757
35,382,397,2060,1307,0.18543689320388348,0.6344660194174757
36,376,398,2060,1307,0.1825242718446602,0.6344660194174757
37,375,399,2060,1307,0.1820388349514563,0.6344660194174757
38,383,395,2060,1307,0.1859223300970874,0.6344660194174757
39,375,399,2060,1307,0.1820388349514563,0.6344660194174757
40,375,400,2060,1307,0.1820388349514563,0.6344660194174757
41,375,405,2060,1307,0.1820388349514563,0.6344660194174757
42,375,405,2060,1307,0.1820388349514563,0.6344660194174757
43,375,399,2060,1307,0.1820388349514563,0.6344660194174757
44,379,393,2060,1307,0.18398058252427185,0.6344660194174757
45,376,396,2060,1307,0.1825242718446602,0.6344660194174757
46,375,396,2060,1307,0.1820388349514563,0.6344660194174757
47,382,397,2060,1307,0.18543689320388348,0.6344660194174757
48,382,397,2060,1307,0.18543689320388348,0.6344660194174757
49,382,397,2060,1307,0.18543689320388348,0.6344660194174757
Next checktime
0,375,399,2060,1307,0.1820388349514563,0.6344660194174757
1,376,400,2060,1307,0.1825242718446602,0.6344660194174757
2,376,399,2060,1307,0.1825242718446602,0.6344660194174757
3,378,397,2060,1307,0.18349514563106797,0.6344660194174757
4,379,404,2060,1307,0.18398058252427185,0.6344660194174757
5,379,404,2060,1307,0.18398058252427185,0.6344660194174757
6,375,393,2060,1307,0.1820388349514563,0.6344660194174757
7,382,404,2060,1307,0.18543689320388348,0.6344660194174757
8,376,400,2060,1307,0.1825242718446602,0.6344660194174757
9,381,397,2060,1307,0.1849514563106796,0.6344660194174757
10,374,397,2060,1307,0.18155339805825244,0.6344660194174757
11,375,399,2060,1307,0.1820388349514563,0.6344660194174757
12,379,401,2060,1307,0.18398058252427185,0.6344660194174757
13,374,406,2060,1307,0.18155339805825244,0.6344660194174757
14,379,396,2060,1307,0.18398058252427185,0.6344660194174757
15,375,400,2060,1307,0.1820388349514563,0.6344660194174757
16,376,399,2060,1307,0.1825242718446602,0.6344660194174757
17,375,399,2060,1307,0.1820388349514563,0.6344660194174757
18,379,400,2060,1307,0.18398058252427185,0.6344660194174757
19,375,397,2060,1307,0.1820388349514563,0.6344660194174757
20,375,397,2060,1307,0.1820388349514563,0.6344660194174757
