STT,C1,C2,D,H,C1/D,C2/D,H/D
14,374,404,2060,1307,0.18155339805825244,0.19611650485436893,0.6344660194174757
15,380,404,2060,1306,0.18446601941747573,0.19611650485436893,0.6339805825242718
16,374,399,2060,1307,0.18155339805825244,0.19368932038834952,0.6344660194174757
17,373,398,2060,1307,0.18106796116504853,0.19320388349514564,0.6344660194174757
18,378,393,2060,1307,0.18349514563106797,0.19077669902912622,0.6344660194174757
19,374,398,2060,1306,0.18155339805825244,0.19320388349514564,0.6339805825242718
20,375,399,2060,1307,0.1820388349514563,0.19368932038834952,0.6344660194174757
21,375,393,2061,1307,0.1819505094614265,0.19068413391557495,0.6341581756428918
22,374,389,2060,1307,0.18155339805825244,0.18883495145631068,0.6344660194174757
23,376,398,2060,1307,0.1825242718446602,0.19320388349514564,0.6344660194174757
24,376,398,2060,1307,0.1825242718446602,0.19320388349514564,0.6344660194174757
25,381,399,2060,1307,0.1849514563106796,0.19368932038834952,0.6344660194174757
26,375,393,2060,1307,0.1820388349514563,0.19077669902912622,0.6344660194174757
27,374,393,2060,1307,0.18155339805825244,0.19077669902912622,0.6344660194174757
28,382,398,2060,1307,0.18543689320388348,0.19320388349514564,0.6344660194174757
29,374,399,2060,1307,0.18155339805825244,0.19368932038834952,0.6344660194174757
30,374,398,2060,1307,0.18155339805825244,0.19320388349514564,0.6344660194174757
31,377,393,2060,1307,0.18300970873786407,0.19077669902912622,0.6344660194174757
32,377,393,2060,1307,0.18300970873786407,0.19077669902912622,0.6344660194174757
33,377,404,2060,1307,0.18300970873786407,0.19611650485436893,0.6344660194174757
34,374,401,2060,1306,0.18155339805825244,0.19466019417475727,0.6339805825242718
35,375,399,2060,1306,0.1820388349514563,0.19368932038834952,0.6339805825242718
36,380,398,2060,1307,0.18446601941747573,0.19320388349514564,0.6344660194174757
37,377,399,2061,1306,0.1829209121785541,0.19359534206695778,0.633672974284328
38,377,399,2061,1306,0.1829209121785541,0.19359534206695778,0.633672974284328
39,374,401,2060,1307,0.18155339805825244,0.19466019417475727,0.6344660194174757
40,375,400,2060,1307,0.1820388349514563,0.1941747572815534,0.6344660194174757
41,379,398,2060,1307,0.18398058252427185,0.19320388349514564,0.6344660194174757
42,374,398,2060,1306,0.18155339805825244,0.19320388349514564,0.6339805825242718
43,374,404,2060,1307,0.18155339805825244,0.19611650485436893,0.6344660194174757
44,375,398,2060,1307,0.1820388349514563,0.19320388349514564,0.6344660194174757
45,374,383,2060,1306,0.18155339805825244,0.1859223300970874,0.6339805825242718
46,374,383,2060,1306,0.18155339805825244,0.1859223300970874,0.6339805825242718
47,373,399,2060,1307,0.18106796116504853,0.19368932038834952,0.6344660194174757
48,372,389,2060,1306,0.18058252427184465,0.18883495145631068,0.6339805825242718
49,374,400,2060,1306,0.18155339805825244,0.1941747572815534,0.6339805825242718
Checkpoint {number_check} completed.
0,374,400,2060,1307,0.18155339805825244,0.1941747572815534,0.6344660194174757
1,375,399,2060,1307,0.1820388349514563,0.19368932038834952,0.6344660194174757
2,374,393,2060,1307,0.18155339805825244,0.19077669902912622,0.6344660194174757
3,373,400,2060,1306,0.18106796116504853,0.1941747572815534,0.6339805825242718
4,375,393,2060,1307,0.1820388349514563,0.19077669902912622,0.6344660194174757
5,374,399,2060,1307,0.18155339805825244,0.19368932038834952,0.6344660194174757
6,374,404,2060,1307,0.18155339805825244,0.19611650485436893,0.6344660194174757
7,375,393,2060,1307,0.1820388349514563,0.19077669902912622,0.6344660194174757
8,375,399,2060,1307,0.1820388349514563,0.19368932038834952,0.6344660194174757
9,374,399,2060,1307,0.18155339805825244,0.19368932038834952,0.6344660194174757
10,375,393,2060,1307,0.1820388349514563,0.19077669902912622,0.6344660194174757
11,374,400,2061,1307,0.18146530810286268,0.19408054342552158,0.6341581756428918
12,374,398,2060,1307,0.18155339805825244,0.19320388349514564,0.6344660194174757
13,374,398,2060,1307,0.18155339805825244,0.19320388349514564,0.6344660194174757
14,374,400,2060,1307,0.18155339805825244,0.1941747572815534,0.6344660194174757
15,374,400,2060,1307,0.18155339805825244,0.1941747572815534,0.6344660194174757
16,374,393,2061,1307,0.18146530810286268,0.19068413391557495,0.6341581756428918
17,371,398,2060,1307,0.18009708737864077,0.19320388349514564,0.6344660194174757
18,374,398,2060,1307,0.18155339805825244,0.19320388349514564,0.6344660194174757
19,381,397,2060,1307,0.1849514563106796,0.19271844660194173,0.6344660194174757
20,374,399,2060,1307,0.18155339805825244,0.19368932038834952,0.6344660194174757
21,376,400,2060,1307,0.1825242718446602,0.1941747572815534,0.6344660194174757
22,381,393,2060,1306,0.1849514563106796,0.19077669902912622,0.6339805825242718
23,381,398,2061,1307,0.1848617176128093,0.193110140708394,0.6341581756428918
24,381,396,2060,1307,0.1849514563106796,0.19223300970873786,0.6344660194174757
25,373,398,2060,1307,0.18106796116504853,0.19320388349514564,0.6344660194174757
26,374,399,2060,1307,0.18155339805825244,0.19368932038834952,0.6344660194174757
27,375,399,2060,1307,0.1820388349514563,0.19368932038834952,0.6344660194174757
28,374,399,2060,1307,0.18155339805825244,0.19368932038834952,0.6344660194174757
29,372,399,2060,1307,0.18058252427184465,0.19368932038834952,0.6344660194174757
30,379,399,2060,1307,0.18398058252427185,0.19368932038834952,0.6344660194174757
31,377,392,2061,1306,0.1829209121785541,0.19019893255701115,0.633672974284328
32,374,399,2060,1307,0.18155339805825244,0.19368932038834952,0.6344660194174757
33,375,398,2060,1307,0.1820388349514563,0.19320388349514564,0.6344660194174757
34,381,398,2060,1306,0.1849514563106796,0.19320388349514564,0.6339805825242718
35,374,399,2060,1307,0.18155339805825244,0.19368932038834952,0.6344660194174757
36,373,404,2060,1307,0.18106796116504853,0.19611650485436893,0.6344660194174757
37,374,400,2060,1307,0.18155339805825244,0.1941747572815534,0.6344660194174757
38,378,393,2060,1307,0.18349514563106797,0.19077669902912622,0.6344660194174757
39,380,398,2060,1307,0.18446601941747573,0.19320388349514564,0.6344660194174757
40,374,399,2060,1306,0.18155339805825244,0.19368932038834952,0.6339805825242718
41,382,398,2060,1307,0.18543689320388348,0.19320388349514564,0.6344660194174757
42,374,397,2060,1306,0.18155339805825244,0.19271844660194173,0.6339805825242718
43,382,397,2060,1307,0.18543689320388348,0.19271844660194173,0.6344660194174757
44,374,399,2061,1307,0.18146530810286268,0.19359534206695778,0.6341581756428918
45,382,397,2060,1307,0.18543689320388348,0.19271844660194173,0.6344660194174757
46,380,404,2061,1307,0.1843765162542455,0.19602134885977682,0.6341581756428918
47,377,404,2060,1306,0.18300970873786407,0.19611650485436893,0.6339805825242718
48,374,403,2061,1307,0.18146530810286268,0.195536147501213,0.6341581756428918
49,374,396,2061,1307,0.18146530810286268,0.19213973799126638,0.6341581756428918
Checkpoint {number_check} completed.
0,374,399,2060,1307,0.18155339805825244,0.19368932038834952,0.6344660194174757
1,374,399,2060,1307,0.18155339805825244,0.19368932038834952,0.6344660194174757
2,375,393,2060,1307,0.1820388349514563,0.19077669902912622,0.6344660194174757
3,375,400,2060,1307,0.1820388349514563,0.1941747572815534,0.6344660194174757
4,374,399,2060,1307,0.18155339805825244,0.19368932038834952,0.6344660194174757
5,380,398,2060,1307,0.18446601941747573,0.19320388349514564,0.6344660194174757
6,375,399,2060,1306,0.1820388349514563,0.19368932038834952,0.6339805825242718
7,374,404,2060,1307,0.18155339805825244,0.19611650485436893,0.6344660194174757
8,374,398,2060,1307,0.18155339805825244,0.19320388349514564,0.6344660194174757
9,373,398,2060,1307,0.18106796116504853,0.19320388349514564,0.6344660194174757
10,380,401,2060,1307,0.18446601941747573,0.19466019417475727,0.6344660194174757
11,372,400,2060,1306,0.18058252427184465,0.1941747572815534,0.6339805825242718
12,374,396,2060,1306,0.18155339805825244,0.19223300970873786,0.6339805825242718
13,380,393,2060,1307,0.18446601941747573,0.19077669902912622,0.6344660194174757
14,374,399,2060,1307,0.18155339805825244,0.19368932038834952,0.6344660194174757
15,374,400,2060,1307,0.18155339805825244,0.1941747572815534,0.6344660194174757
16,371,409,2060,1307,0.18009708737864077,0.19854368932038835,0.6344660194174757
17,374,398,2060,1307,0.18155339805825244,0.19320388349514564,0.6344660194174757
18,374,399,2060,1307,0.18155339805825244,0.19368932038834952,0.6344660194174757
19,375,399,2060,1307,0.1820388349514563,0.19368932038834952,0.6344660194174757
20,381,398,2060,1306,0.1849514563106796,0.19320388349514564,0.6339805825242718
21,380,393,2060,1307,0.18446601941747573,0.19077669902912622,0.6344660194174757
22,374,398,2060,1307,0.18155339805825244,0.19320388349514564,0.6344660194174757
23,374,404,2060,1307,0.18155339805825244,0.19611650485436893,0.6344660194174757
24,379,399,2060,1307,0.18398058252427185,0.19368932038834952,0.6344660194174757
25,374,399,2060,1306,0.18155339805825244,0.19368932038834952,0.6339805825242718
26,378,397,2061,1307,0.18340611353711792,0.1926249393498302,0.6341581756428918
27,374,398,2060,1307,0.18155339805825244,0.19320388349514564,0.6344660194174757
28,374,398,2060,1307,0.18155339805825244,0.19320388349514564,0.6344660194174757
29,379,399,2060,1307,0.18398058252427185,0.19368932038834952,0.6344660194174757
30,373,398,2060,1307,0.18106796116504853,0.19320388349514564,0.6344660194174757
31,374,400,2060,1307,0.18155339805825244,0.1941747572815534,0.6344660194174757
32,372,398,2060,1307,0.18058252427184465,0.19320388349514564,0.6344660194174757
33,375,400,2060,1307,0.1820388349514563,0.1941747572815534,0.6344660194174757
34,378,398,2060,1307,0.18349514563106797,0.19320388349514564,0.6344660194174757
35,375,401,2060,1307,0.1820388349514563,0.19466019417475727,0.6344660194174757
36,376,403,2060,1307,0.1825242718446602,0.19563106796116506,0.6344660194174757
37,375,399,2060,1307,0.1820388349514563,0.19368932038834952,0.6344660194174757
38,379,393,2060,1307,0.18398058252427185,0.19077669902912622,0.6344660194174757
39,378,398,2060,1307,0.18349514563106797,0.19320388349514564,0.6344660194174757
40,375,399,2060,1307,0.1820388349514563,0.19368932038834952,0.6344660194174757
41,375,399,2060,1307,0.1820388349514563,0.19368932038834952,0.6344660194174757
42,378,397,2060,1307,0.18349514563106797,0.19271844660194173,0.6344660194174757
43,375,399,2060,1307,0.1820388349514563,0.19368932038834952,0.6344660194174757
44,382,401,2060,1306,0.18543689320388348,0.19466019417475727,0.6339805825242718
45,379,401,2060,1307,0.18398058252427185,0.19466019417475727,0.6344660194174757
46,378,393,2060,1306,0.18349514563106797,0.19077669902912622,0.6339805825242718
47,374,387,2060,1307,0.18155339805825244,0.1878640776699029,0.6344660194174757
48,381,393,2060,1307,0.1849514563106796,0.19077669902912622,0.6344660194174757
49,381,393,2060,1307,0.1849514563106796,0.19077669902912622,0.6344660194174757
Checkpoint {number_check} completed.
0,372,399,2060,1307,0.18058252427184465,0.19368932038834952,0.6344660194174757
1,378,401,2061,1307,0.18340611353711792,0.1945657447840854,0.6341581756428918
2,374,399,2060,1307,0.18155339805825244,0.19368932038834952,0.6344660194174757
3,375,399,2060,1307,0.1820388349514563,0.19368932038834952,0.6344660194174757
4,378,393,2060,1307,0.18349514563106797,0.19077669902912622,0.6344660194174757
5,374,397,2060,1307,0.18155339805825244,0.19271844660194173,0.6344660194174757
6,375,400,2060,1306,0.1820388349514563,0.1941747572815534,0.6339805825242718
7,374,396,2060,1307,0.18155339805825244,0.19223300970873786,0.6344660194174757
8,381,393,2060,1307,0.1849514563106796,0.19077669902912622,0.6344660194174757
9,375,399,2060,1307,0.1820388349514563,0.19368932038834952,0.6344660194174757
10,373,400,2060,1307,0.18106796116504853,0.1941747572815534,0.6344660194174757
11,375,399,2061,1307,0.1819505094614265,0.19359534206695778,0.6341581756428918
12,382,404,2060,1307,0.18543689320388348,0.19611650485436893,0.6344660194174757
13,374,399,2060,1306,0.18155339805825244,0.19368932038834952,0.6339805825242718
14,374,398,2060,1307,0.18155339805825244,0.19320388349514564,0.6344660194174757
15,373,403,2060,1306,0.18106796116504853,0.19563106796116506,0.6339805825242718
16,375,399,2060,1307,0.1820388349514563,0.19368932038834952,0.6344660194174757
17,380,393,2060,1307,0.18446601941747573,0.19077669902912622,0.6344660194174757
18,373,404,2060,1306,0.18106796116504853,0.19611650485436893,0.6339805825242718
19,380,404,2060,1307,0.18446601941747573,0.19611650485436893,0.6344660194174757
20,374,393,2060,1307,0.18155339805825244,0.19077669902912622,0.6344660194174757
21,381,404,2061,1307,0.1848617176128093,0.19602134885977682,0.6341581756428918
22,380,401,2060,1307,0.18446601941747573,0.19466019417475727,0.6344660194174757
23,375,400,2060,1307,0.1820388349514563,0.1941747572815534,0.6344660194174757
24,375,399,2060,1307,0.1820388349514563,0.19368932038834952,0.6344660194174757
25,375,399,2060,1307,0.1820388349514563,0.19368932038834952,0.6344660194174757
26,378,397,2060,1307,0.18349514563106797,0.19271844660194173,0.6344660194174757
27,375,399,2060,1306,0.1820388349514563,0.19368932038834952,0.6339805825242718
28,371,399,2060,1307,0.18009708737864077,0.19368932038834952,0.6344660194174757
29,375,399,2060,1307,0.1820388349514563,0.19368932038834952,0.6344660194174757
30,375,404,2060,1307,0.1820388349514563,0.19611650485436893,0.6344660194174757
31,375,399,2060,1307,0.1820388349514563,0.19368932038834952,0.6344660194174757
32,381,397,2060,1307,0.1849514563106796,0.19271844660194173,0.6344660194174757
33,372,402,2060,1307,0.18058252427184465,0.19514563106796118,0.6344660194174757
34,381,393,2060,1307,0.1849514563106796,0.19077669902912622,0.6344660194174757
35,378,394,2060,1307,0.18349514563106797,0.1912621359223301,0.6344660194174757
36,378,394,2060,1307,0.18349514563106797,0.1912621359223301,0.6344660194174757
37,373,403,2060,1307,0.18106796116504853,0.19563106796116506,0.6344660194174757
38,374,397,2060,1307,0.18155339805825244,0.19271844660194173,0.6344660194174757
39,374,399,2060,1307,0.18155339805825244,0.19368932038834952,0.6344660194174757
40,373,398,2060,1307,0.18106796116504853,0.19320388349514564,0.6344660194174757
41,375,400,2060,1307,0.1820388349514563,0.1941747572815534,0.6344660194174757
42,374,400,2060,1307,0.18155339805825244,0.1941747572815534,0.6344660194174757
43,375,400,2060,1307,0.1820388349514563,0.1941747572815534,0.6344660194174757
44,381,397,2060,1307,0.1849514563106796,0.19271844660194173,0.6344660194174757
45,373,396,2061,1306,0.18098010674429887,0.19213973799126638,0.633672974284328
46,374,406,2060,1307,0.18155339805825244,0.1970873786407767,0.6344660194174757
47,380,400,2060,1307,0.18446601941747573,0.1941747572815534,0.6344660194174757
48,378,398,2060,1307,0.18349514563106797,0.19320388349514564,0.6344660194174757
49,380,393,2060,1307,0.18446601941747573,0.19077669902912622,0.6344660194174757
Checkpoint {number_check} completed.
0,380,393,2060,1307,0.18446601941747573,0.19077669902912622,0.6344660194174757
1,375,404,2060,1307,0.1820388349514563,0.19611650485436893,0.6344660194174757
2,379,401,2060,1306,0.18398058252427185,0.19466019417475727,0.6339805825242718
3,375,399,2060,1307,0.1820388349514563,0.19368932038834952,0.6344660194174757
4,375,399,2060,1307,0.1820388349514563,0.19368932038834952,0.6344660194174757
5,375,399,2060,1307,0.1820388349514563,0.19368932038834952,0.6344660194174757
6,374,399,2060,1306,0.18155339805825244,0.19368932038834952,0.6339805825242718
7,378,398,2060,1307,0.18349514563106797,0.19320388349514564,0.6344660194174757
8,375,399,2060,1307,0.1820388349514563,0.19368932038834952,0.6344660194174757
9,374,399,2061,1307,0.18146530810286268,0.19359534206695778,0.6341581756428918
10,378,398,2060,1306,0.18349514563106797,0.19320388349514564,0.6339805825242718
11,377,397,2061,1306,0.1829209121785541,0.1926249393498302,0.633672974284328
12,381,398,2060,1307,0.1849514563106796,0.19320388349514564,0.6344660194174757
13,373,397,2060,1307,0.18106796116504853,0.19271844660194173,0.6344660194174757
14,375,401,2060,1307,0.1820388349514563,0.19466019417475727,0.6344660194174757
15,375,401,2060,1307,0.1820388349514563,0.19466019417475727,0.6344660194174757
16,375,401,2060,1307,0.1820388349514563,0.19466019417475727,0.6344660194174757
17,375,399,2061,1307,0.1819505094614265,0.19359534206695778,0.6341581756428918
18,375,399,2061,1307,0.1819505094614265,0.19359534206695778,0.6341581756428918
19,379,398,2060,1307,0.18398058252427185,0.19320388349514564,0.6344660194174757
20,374,398,2061,1307,0.18146530810286268,0.193110140708394,0.6341581756428918
21,374,399,2060,1306,0.18155339805825244,0.19368932038834952,0.6339805825242718
22,374,396,2061,1307,0.18146530810286268,0.19213973799126638,0.6341581756428918
23,374,398,2060,1307,0.18155339805825244,0.19320388349514564,0.6344660194174757
24,375,399,2060,1307,0.1820388349514563,0.19368932038834952,0.6344660194174757
25,374,410,2060,1307,0.18155339805825244,0.19902912621359223,0.6344660194174757
26,374,410,2060,1307,0.18155339805825244,0.19902912621359223,0.6344660194174757
27,379,397,2060,1306,0.18398058252427185,0.19271844660194173,0.6339805825242718
28,375,396,2060,1307,0.1820388349514563,0.19223300970873786,0.6344660194174757
29,380,393,2060,1307,0.18446601941747573,0.19077669902912622,0.6344660194174757
30,374,399,2061,1307,0.18146530810286268,0.19359534206695778,0.6341581756428918
31,374,400,2060,1307,0.18155339805825244,0.1941747572815534,0.6344660194174757
32,372,399,2060,1306,0.18058252427184465,0.19368932038834952,0.6339805825242718
33,374,398,2060,1307,0.18155339805825244,0.19320388349514564,0.6344660194174757
34,374,387,2060,1306,0.18155339805825244,0.1878640776699029,0.6339805825242718
35,374,397,2060,1306,0.18155339805825244,0.19271844660194173,0.6339805825242718
36,374,399,2060,1307,0.18155339805825244,0.19368932038834952,0.6344660194174757
37,374,399,2060,1307,0.18155339805825244,0.19368932038834952,0.6344660194174757
38,375,399,2060,1307,0.1820388349514563,0.19368932038834952,0.6344660194174757
39,375,392,2060,1307,0.1820388349514563,0.19029126213592232,0.6344660194174757
40,375,399,2060,1307,0.1820388349514563,0.19368932038834952,0.6344660194174757
41,379,393,2060,1307,0.18398058252427185,0.19077669902912622,0.6344660194174757
42,374,399,2060,1306,0.18155339805825244,0.19368932038834952,0.6339805825242718
43,380,400,2060,1307,0.18446601941747573,0.1941747572815534,0.6344660194174757
44,380,400,2060,1307,0.18446601941747573,0.1941747572815534,0.6344660194174757
45,374,404,2060,1307,0.18155339805825244,0.19611650485436893,0.6344660194174757
46,381,387,2060,1306,0.1849514563106796,0.1878640776699029,0.6339805825242718
47,374,401,2060,1307,0.18155339805825244,0.19466019417475727,0.6344660194174757
48,374,400,2060,1306,0.18155339805825244,0.1941747572815534,0.6339805825242718
49,375,399,2060,1307,0.1820388349514563,0.19368932038834952,0.6344660194174757
Checkpoint {number_check} completed.
0,374,399,2060,1306,0.18155339805825244,0.19368932038834952,0.6339805825242718
1,374,399,2060,1306,0.18155339805825244,0.19368932038834952,0.6339805825242718
2,375,393,2060,1307,0.1820388349514563,0.19077669902912622,0.6344660194174757
3,375,393,2060,1307,0.1820388349514563,0.19077669902912622,0.6344660194174757
4,379,400,2060,1306,0.18398058252427185,0.1941747572815534,0.6339805825242718
5,374,397,2060,1307,0.18155339805825244,0.19271844660194173,0.6344660194174757
6,378,397,2060,1306,0.18349514563106797,0.19271844660194173,0.6339805825242718
7,374,399,2060,1307,0.18155339805825244,0.19368932038834952,0.6344660194174757
8,374,399,2060,1307,0.18155339805825244,0.19368932038834952,0.6344660194174757
9,374,399,2060,1307,0.18155339805825244,0.19368932038834952,0.6344660194174757
10,375,399,2060,1307,0.1820388349514563,0.19368932038834952,0.6344660194174757
11,377,398,2061,1306,0.1829209121785541,0.193110140708394,0.633672974284328
12,380,401,2060,1307,0.18446601941747573,0.19466019417475727,0.6344660194174757
13,380,403,2060,1307,0.18446601941747573,0.19563106796116506,0.6344660194174757
14,374,398,2060,1307,0.18155339805825244,0.19320388349514564,0.6344660194174757
15,378,398,2060,1307,0.18349514563106797,0.19320388349514564,0.6344660194174757
16,380,401,2060,1307,0.18446601941747573,0.19466019417475727,0.6344660194174757
17,375,399,2060,1307,0.1820388349514563,0.19368932038834952,0.6344660194174757
18,374,399,2060,1307,0.18155339805825244,0.19368932038834952,0.6344660194174757
19,381,397,2060,1307,0.1849514563106796,0.19271844660194173,0.6344660194174757
20,374,398,2060,1307,0.18155339805825244,0.19320388349514564,0.6344660194174757
21,374,396,2060,1306,0.18155339805825244,0.19223300970873786,0.6339805825242718
22,375,400,2060,1307,0.1820388349514563,0.1941747572815534,0.6344660194174757
23,374,399,2060,1306,0.18155339805825244,0.19368932038834952,0.6339805825242718
24,374,404,2060,1307,0.18155339805825244,0.19611650485436893,0.6344660194174757
25,375,400,2060,1307,0.1820388349514563,0.1941747572815534,0.6344660194174757
26,375,399,2060,1307,0.1820388349514563,0.19368932038834952,0.6344660194174757
27,374,400,2061,1307,0.18146530810286268,0.19408054342552158,0.6341581756428918
28,374,401,2060,1307,0.18155339805825244,0.19466019417475727,0.6344660194174757
29,374,401,2060,1307,0.18155339805825244,0.19466019417475727,0.6344660194174757
30,380,393,2060,1307,0.18446601941747573,0.19077669902912622,0.6344660194174757
31,373,399,2060,1306,0.18106796116504853,0.19368932038834952,0.6339805825242718
32,375,399,2061,1307,0.1819505094614265,0.19359534206695778,0.6341581756428918
33,379,393,2060,1307,0.18398058252427185,0.19077669902912622,0.6344660194174757
34,378,404,2060,1306,0.18349514563106797,0.19611650485436893,0.6339805825242718
35,378,404,2060,1306,0.18349514563106797,0.19611650485436893,0.6339805825242718
36,373,399,2060,1307,0.18106796116504853,0.19368932038834952,0.6344660194174757
37,374,398,2060,1307,0.18155339805825244,0.19320388349514564,0.6344660194174757
38,374,399,2060,1307,0.18155339805825244,0.19368932038834952,0.6344660194174757
39,374,400,2060,1307,0.18155339805825244,0.1941747572815534,0.6344660194174757
40,374,400,2060,1307,0.18155339805825244,0.1941747572815534,0.6344660194174757
41,375,401,2060,1307,0.1820388349514563,0.19466019417475727,0.6344660194174757
42,372,399,2060,1307,0.18058252427184465,0.19368932038834952,0.6344660194174757
43,375,399,2060,1307,0.1820388349514563,0.19368932038834952,0.6344660194174757
44,374,397,2060,1307,0.18155339805825244,0.19271844660194173,0.6344660194174757
45,375,400,2060,1307,0.1820388349514563,0.1941747572815534,0.6344660194174757
46,372,399,2060,1307,0.18058252427184465,0.19368932038834952,0.6344660194174757
47,378,396,2060,1306,0.18349514563106797,0.19223300970873786,0.6339805825242718
48,374,399,2060,1307,0.18155339805825244,0.19368932038834952,0.6344660194174757
49,374,393,2060,1306,0.18155339805825244,0.19077669902912622,0.6339805825242718
Checkpoint {number_check} completed.
0,374,393,2060,1306,0.18155339805825244,0.19077669902912622,0.6339805825242718
1,372,400,2060,1306,0.18058252427184465,0.1941747572815534,0.6339805825242718
2,375,399,2060,1307,0.1820388349514563,0.19368932038834952,0.6344660194174757
3,374,399,2060,1307,0.18155339805825244,0.19368932038834952,0.6344660194174757
4,379,400,2060,1307,0.18398058252427185,0.1941747572815534,0.6344660194174757
5,382,392,2060,1307,0.18543689320388348,0.19029126213592232,0.6344660194174757
6,382,392,2060,1307,0.18543689320388348,0.19029126213592232,0.6344660194174757
7,374,398,2060,1307,0.18155339805825244,0.19320388349514564,0.6344660194174757
8,375,402,2060,1307,0.1820388349514563,0.19514563106796118,0.6344660194174757
9,374,399,2060,1307,0.18155339805825244,0.19368932038834952,0.6344660194174757
10,374,399,2061,1306,0.18146530810286268,0.19359534206695778,0.633672974284328
11,380,400,2060,1307,0.18446601941747573,0.1941747572815534,0.6344660194174757
12,374,399,2060,1307,0.18155339805825244,0.19368932038834952,0.6344660194174757
13,378,393,2060,1307,0.18349514563106797,0.19077669902912622,0.6344660194174757
14,374,387,2060,1307,0.18155339805825244,0.1878640776699029,0.6344660194174757
15,381,404,2060,1307,0.1849514563106796,0.19611650485436893,0.6344660194174757
16,377,399,2060,1307,0.18300970873786407,0.19368932038834952,0.6344660194174757
17,374,396,2060,1307,0.18155339805825244,0.19223300970873786,0.6344660194174757
18,374,399,2061,1307,0.18146530810286268,0.19359534206695778,0.6341581756428918
19,374,401,2060,1307,0.18155339805825244,0.19466019417475727,0.6344660194174757
20,374,401,2060,1307,0.18155339805825244,0.19466019417475727,0.6344660194174757
21,380,404,2060,1307,0.18446601941747573,0.19611650485436893,0.6344660194174757
22,378,388,2060,1307,0.18349514563106797,0.1883495145631068,0.6344660194174757
23,372,400,2060,1307,0.18058252427184465,0.1941747572815534,0.6344660194174757
24,378,404,2060,1307,0.18349514563106797,0.19611650485436893,0.6344660194174757
25,378,404,2060,1307,0.18349514563106797,0.19611650485436893,0.6344660194174757
26,375,399,2060,1307,0.1820388349514563,0.19368932038834952,0.6344660194174757
27,374,404,2061,1306,0.18146530810286268,0.19602134885977682,0.633672974284328
28,374,398,2060,1307,0.18155339805825244,0.19320388349514564,0.6344660194174757
29,374,401,2060,1307,0.18155339805825244,0.19466019417475727,0.6344660194174757
30,375,402,2060,1307,0.1820388349514563,0.19514563106796118,0.6344660194174757
31,382,397,2060,1307,0.18543689320388348,0.19271844660194173,0.6344660194174757
32,382,397,2060,1307,0.18543689320388348,0.19271844660194173,0.6344660194174757
33,372,400,2060,1307,0.18058252427184465,0.1941747572815534,0.6344660194174757
34,378,400,2060,1307,0.18349514563106797,0.1941747572815534,0.6344660194174757
35,375,410,2060,1307,0.1820388349514563,0.19902912621359223,0.6344660194174757
36,373,399,2060,1307,0.18106796116504853,0.19368932038834952,0.6344660194174757
37,375,401,2060,1307,0.1820388349514563,0.19466019417475727,0.6344660194174757
38,374,404,2060,1307,0.18155339805825244,0.19611650485436893,0.6344660194174757
39,374,401,2060,1307,0.18155339805825244,0.19466019417475727,0.6344660194174757
40,374,393,2060,1307,0.18155339805825244,0.19077669902912622,0.6344660194174757
41,375,399,2060,1307,0.1820388349514563,0.19368932038834952,0.6344660194174757
42,374,399,2061,1307,0.18146530810286268,0.19359534206695778,0.6341581756428918
43,378,397,2060,1307,0.18349514563106797,0.19271844660194173,0.6344660194174757
44,374,399,2060,1307,0.18155339805825244,0.19368932038834952,0.6344660194174757
45,378,393,2060,1307,0.18349514563106797,0.19077669902912622,0.6344660194174757
46,375,393,2061,1307,0.1819505094614265,0.19068413391557495,0.6341581756428918
47,380,398,2060,1307,0.18446601941747573,0.19320388349514564,0.6344660194174757
48,375,398,2060,1307,0.1820388349514563,0.19320388349514564,0.6344660194174757
49,374,400,2061,1307,0.18146530810286268,0.19408054342552158,0.6341581756428918
Checkpoint {number_check} completed.
0,374,400,2061,1307,0.18146530810286268,0.19408054342552158,0.6341581756428918
1,378,398,2060,1306,0.18349514563106797,0.19320388349514564,0.6339805825242718
2,375,399,2060,1306,0.1820388349514563,0.19368932038834952,0.6339805825242718
3,374,400,2060,1307,0.18155339805825244,0.1941747572815534,0.6344660194174757
4,375,400,2060,1307,0.1820388349514563,0.1941747572815534,0.6344660194174757
5,374,393,2060,1307,0.18155339805825244,0.19077669902912622,0.6344660194174757
6,375,399,2060,1307,0.1820388349514563,0.19368932038834952,0.6344660194174757
7,375,399,2060,1307,0.1820388349514563,0.19368932038834952,0.6344660194174757
8,375,399,2060,1307,0.1820388349514563,0.19368932038834952,0.6344660194174757
9,374,399,2060,1307,0.18155339805825244,0.19368932038834952,0.6344660194174757
10,374,406,2060,1306,0.18155339805825244,0.1970873786407767,0.6339805825242718
11,375,401,2060,1307,0.1820388349514563,0.19466019417475727,0.6344660194174757
12,375,393,2060,1307,0.1820388349514563,0.19077669902912622,0.6344660194174757
13,375,393,2060,1307,0.1820388349514563,0.19077669902912622,0.6344660194174757
14,379,401,2060,1307,0.18398058252427185,0.19466019417475727,0.6344660194174757
15,373,393,2060,1307,0.18106796116504853,0.19077669902912622,0.6344660194174757
16,375,398,2060,1307,0.1820388349514563,0.19320388349514564,0.6344660194174757
17,378,399,2060,1307,0.18349514563106797,0.19368932038834952,0.6344660194174757
18,373,401,2060,1307,0.18106796116504853,0.19466019417475727,0.6344660194174757
